path,sha256,audience,authority,canonical_for_substance,review_rule
21_WIKI_DOCUMENTACION_HUMANA/Guia_Conocimiento_Comun/README.md,3d2f0ce1581fc767c59b9054b62ef393ed0420ca648d09b6300aedc6c470f0ae,conocimiento_comun,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Desarrollador/README.md,30382a1f3cf65cae50c5d0f26ab7565028ec4a874b6f478751e1ed9008b7ab90,desarrollador,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Estudiante/Guia_Estudiante_v0_4_0.md,f9340dc6be5e93024872ee7b4d0ad218b256964f5484dc87d37a65ab696fc5ed,estudiante,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Estudiante/README.md,ecf249fc67dcaf5caa132fb378b263d199bb5c3625fd218497bdf10109e960d2,estudiante,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Facilitador/Guia_Facilitador_v0_4_0.md,86d28de632ac3dfcfdd0f840ddcb9e3b4c65cc5cbf2135df85d979bf8dbc76aa,docente_facilitador,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Facilitador/README.md,9fc474179442772ffa6d5361a62f9af87c94c3af26ec617a560fa35e622d85f4,docente_facilitador,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Institucional/README.md,031d69414a7b6088ecddbb023a8b9669188fa16dbe53a11fd2d65a72aca3b7d9,institucion_revisor,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Lectura/Guia_Lectura_Wiki_AI_StoryLab_1_v0_4_3.md,15adbad81e86b53a779a472aaf487b5cd7fce4422c82e5e5362a98919c744193,navegacion,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Lectura/README.md,e6f19bedec486d7cb3ee8a77e764e3cc03cdcbb6ef1642775197083ec12be572,navegacion,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Perfiles/README.md,4b2f455cdc48e5bb89acc1d9fc6c0b42ed159715249e8364888e0641102937c5,perfiles,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Guia_Seguridad/README.md,98e5b2841d66ee014f46be017575000b9254f8c320d0878843b38b02cdf71152,seguridad_transversal,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Historia_Proyecto/Historia_Proceso_Creacion_AI_StoryLab_1_v0_4_3.md,76eec8b92671d370948bbbd9b9fa31ac267cf8ae478692e6092001807b70f981,historia,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Historia_Proyecto/README.md,d71d6c89111a2fc04d296c44086010810d51c0d69691de48ac490b7e6634034c,historia,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/Indice_Wiki_Oficial_AI_StoryLab_1_v0_4_3.md,cee45ccb340aee6681ffec1e5cdd5dba2d0f5a246442849c23b94c26651a80f8,general,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/README.md,08e4191cc1ef5365c9160238357475e0f023a588f40e6cae65826386b1245e7e,general,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Consentimiento_Informado_y_Situado.md,4dde1361641055ef75b7fb7d615f37dfbac61ec05f7e2cb11ad837cc3a9a87dc,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Experiencia_Creativa_No_Rigida.md,f3a4bcd3dc546fb43b0e5b6267d7e920905c12fb76e8183257fdec9a015476c6,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Local_First.md,4c98b0cbd4341a9756b9ef510e2ea7b2cf5fdaf279f1e54e52085d7fa17c5f33,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/POO_Conceptual.md,b5ba81278390f6396eb40d1409dfd2aa38ccd88f282e7a6d6eeb1604d65588cb,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Que_No_Hace_v0_4_4.md,51f14bb7bf2a792409792c3072c5e932d8dfeec74f4fc38e346363c339085cab,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/README.md,da5c3dc69920de0aea897fab4be9eab494e67ebefd255157255df2aad01cfbfc,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
21_WIKI_DOCUMENTACION_HUMANA/SDD_v0_4_4/Threat_Models.md,b5a87965e175a058d9459994baf5c700b350aa31d187d63f00447a53b3035102,sdd_humano,derived_human_navigation,no,must_reference_canonical_source
