nombre_archivo,categoria,prioridad,puntaje,razones,rutas_activas,rutas_historicas,prueba_requerida,clasificacion_objetivo,estado,decision_humana
package-lock.json,datos_json,P1,4,impacto_tecnico,package-lock.json,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/package-lock.json,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
package.json,datos_json,P1,4,impacto_tecnico,package.json,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/package.json,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
portfolio.js,codigo,P1,4,impacto_tecnico,src/utils/portfolio.js,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/portfolio.js,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
portfoliopanel.jsx,codigo,P1,4,impacto_tecnico,src/components/PortfolioPanel.jsx,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/PortfolioPanel.jsx,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
progress.js,codigo,P1,4,impacto_tecnico,src/utils/progress.js,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/progress.js,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
prompt_master_mvp.md,prompt,P1,4,instruccion_agente,18_DOCUMENTACION_ACTIVA/Prompts_de_Sesion/PROMPT_MASTER_MVP.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/prompts/PROMPT_MASTER_MVP.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
review-architecture.md,prompt,P1,4,instruccion_agente,18_DOCUMENTACION_ACTIVA/Prompts_de_Sesion/review-architecture.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/prompts/review-prompts/review-architecture.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
review-privacy.md,prompt,P1,4,instruccion_agente,18_DOCUMENTACION_ACTIVA/Prompts_de_Sesion/review-privacy.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/prompts/review-prompts/review-privacy.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
sessions.json,datos_json,P1,4,impacto_tecnico,src/data/sessions.json,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/sessions.json,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
studentdashboard.jsx,codigo,P1,4,impacto_tecnico,src/components/StudentDashboard.jsx,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/StudentDashboard.jsx,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
suggestedpromptbox.jsx,codigo,P1,4,impacto_tecnico,src/components/SuggestedPromptBox.jsx,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/SuggestedPromptBox.jsx,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
toolboard.jsx,codigo,P1,4,impacto_tecnico,src/components/ToolBoard.jsx,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/ToolBoard.jsx,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
toolcategoryview.jsx,codigo,P1,4,impacto_tecnico,src/components/ToolCategoryView.jsx,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/components/ToolCategoryView.jsx,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
tools.json,datos_json,P1,4,impacto_tecnico,src/data/tools.json,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/data/tools.json,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
validation.js,codigo,P1,4,impacto_tecnico,src/utils/validation.js,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/utils/validation.js,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
validation.test.js,codigo,P1,4,impacto_tecnico,src/__tests__/validation.test.js,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/__tests__/validation.test.js,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
vite.config.js,codigo,P1,4,impacto_tecnico,vite.config.js,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/vite.config.js,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
compendium-mvp-alpha.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Compendios/compendium-mvp-alpha.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/compendia/compendium-mvp-alpha.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
compendium_index.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Compendios/COMPENDIUM_INDEX.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/compendia/COMPENDIUM_INDEX.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
primer_claude_cowork.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Primers_Continuidad/PRIMER_CLAUDE_COWORK.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/primers/PRIMER_CLAUDE_COWORK.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
primer_data_model.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Primers_Continuidad/PRIMER_DATA_MODEL.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/primers/PRIMER_DATA_MODEL.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
primer_mvp_scope.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Primers_Continuidad/PRIMER_MVP_SCOPE.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/primers/PRIMER_MVP_SCOPE.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
primer_project_context.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Primers_Continuidad/PRIMER_PROJECT_CONTEXT.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/primers/PRIMER_PROJECT_CONTEXT.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
session-0001.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Bitacoras/session-0001.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/logs/session-0001.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
session-0002.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Bitacoras/session-0002.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/logs/session-0002.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
session-0003.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Bitacoras/session-0003.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/logs/session-0003.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
session_log_index.md,continuidad_compendio,P2,3,continuidad_documental,18_DOCUMENTACION_ACTIVA/Bitacoras/SESSION_LOG_INDEX.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/logs/SESSION_LOG_INDEX.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
.gitkeep,documental_otro,P3,1,,public/assets/badges/.gitkeep,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/public/assets/badges/.gitkeep,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
changelog.md,documental_otro,P3,1,,CHANGELOG.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/CHANGELOG.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
flask.svg,documental_otro,P3,1,,public/assets/icons/flask.svg,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/public/assets/icons/flask.svg,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
global.css,documental_otro,P3,1,,src/styles/global.css,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/src/styles/global.css,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
index.html,documental_otro,P3,1,,index.html,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/index.html,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
mentor.svg,documental_otro,P3,1,,public/assets/avatar/mentor.svg,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/public/assets/avatar/mentor.svg,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
readme_original.md,documental_otro,P3,1,,README_Original.md,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/README_Original.md,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
verify.mjs,documental_otro,P3,1,,scripts/verify.mjs,99_ARCHIVO_HISTORICO/Versiones_Proyecto/v0_3_pre_N3/source/scripts/verify.mjs,comparar_blob_sha_y_contenido,D2_snapshot | D3_derivado | D4_duplicado | D8_conflicto,pendiente,pendiente
